"id_consum","identifier","id_facture","ClientName","Ville","periodeDebut","periodeFin","Conso","PrixUnitaire","Taxes","StatutPaiement","penalite","TypeClient","NumComp","TypeComp","email","NumTel","MontFact","MonTotal"
7189,"234106641",C07189,Lauren Campbell,Abidjan,"2023-06-17","2024-02-12",47,300,2820.0, Non payé,1000,Commercial,"852661",Compteur à 4,brownnicole@hotmail.com,"68197541",16920.0,17920.0
7190,"200782344",C07190,Ryan Sanchez,Abidjan,"2023-08-08","2024-11-14",5,300,300.0, Non payé,500,Commercial,"814790",Compteur à 4,carrillofred@bailey.info,"52762414",1800.0,2300.0
7191,"387340982",C07191,Joy Scott,Yamoussoukro,"2024-09-02","2025-01-24",177,280,9912.0, Non payé,500,Industriel,"610197",Compteur normal,richardbrown@hotmail.com,"40925035",59472.0,59972.0
7192,"645750869",C07192,Eric Hughes,Bouaké,"2023-10-05","2024-05-06",36,280,2016.0, payé,0,Industriel,"467708",Compteur normal,gloria74@hotmail.com,"24488314",12096.0,12096.0
7193,"799684618",C07193,Kristen Burton,Abidjan,"2023-06-07","2023-12-25",167,250,8350.0, Non payé,500,Industriel,"811290",Compteur à 4,buckleybrandi@clark.biz,"20620934",50100.0,50600.0
7194,"375747296",C07194,Richard Ramirez,Korhogo,"2023-06-02","2025-01-25",177,280,9912.0, Non payé,300,Domestique,"917118",Compteur normal,andrewselizabeth@andrade-franco.org,"69131438",59472.0,59772.0
7195,"589848057",C07195,Kristen Hughes,San Pedro,"2023-09-25","2024-11-13",130,250,6500.0, payé,0,Domestique,"509861",Compteur normal,veronica04@scott.com,"83560526",39000.0,39000.0
7196,"585211652",C07196,Edwin Martinez,San Pedro,"2024-03-04","2025-03-14",112,280,6272.0, payé,0,Domestique,"304960",Compteur normal,melissa93@yahoo.com,"29130900",37632.0,37632.0
7197,"805629769",C07197,Margaret Hernandez,San Pedro,"2023-09-02","2025-04-13",22,280,1232.0, payé,0,Commercial,"981799",Compteur à 4,cynthiamartinez@yahoo.com,"53140470",7392.0,7392.0
7198,"540175411",C07198,Joshua Gomez,Bouaké,"2024-10-17","2024-12-03",105,300,6300.0, payé,0,Commercial,"888420",Compteur à 4,shawnsmith@yahoo.com,"54500694",37800.0,37800.0
7199,"303748836",C07199,Rebecca Costa,Korhogo,"2024-01-03","2025-01-20",198,250,9900.0, Non payé,1000,Industriel,"574500",Compteur normal,sarahpatrick@gmail.com,"20713308",59400.0,60400.0
7200,"283332655",C07200,Daniel Moore,Yamoussoukro,"2023-12-27","2024-05-16",182,300,10920.0, Non payé,1000,Domestique,"817631",Compteur à 4,griffinvincent@miller.org,"71401143",65520.0,66520.0
7201,"322789781",C07201,Brenda Johnson,Abidjan,"2023-09-14","2024-07-17",186,300,11160.0, Non payé,300,Industriel,"709568",Compteur normal,buckrobert@owens-ballard.net,"49215761",66960.0,67260.0
7202,"431656515",C07202,Caitlyn Duncan,San Pedro,"2023-10-31","2024-03-13",70,280,3920.0, Non payé,1000,Domestique,"220609",Compteur normal,gfields@hotmail.com,"45393896",23520.0,24520.0
7203,"921535834",C07203,Tara Drake,Bouaké,"2024-01-31","2025-01-28",35,250,1750.0, Non payé,500,Commercial,"274435",Compteur à 4,xmichael@marshall-gordon.com,"54311198",10500.0,11000.0
7204,"451447077",C07204,Aaron Schultz,Korhogo,"2024-07-03","2025-04-27",83,300,4980.0, Non payé,500,Commercial,"769822",Compteur à 4,rebeccastevens@warren.org,"70187820",29880.0,30380.0
7205,"155643636",C07205,Sabrina Wallace,Korhogo,"2024-07-28","2024-08-12",52,250,2600.0, Non payé,1000,Commercial,"794044",Compteur à 4,scottgarcia@clarke.com,"64040027",15600.0,16600.0
7206,"956361906",C07206,Nicole Gomez,Bouaké,"2023-04-14","2024-01-01",6,250,300.0, payé,0,Industriel,"547620",Compteur normal,robyntaylor@gmail.com,"34023567",1800.0,1800.0
7207,"202677487",C07207,Kaylee Ferguson,Bouaké,"2024-04-28","2025-01-19",181,250,9050.0, payé,0,Domestique,"393382",Compteur à 4,johnsonluis@yahoo.com,"31003509",54300.0,54300.0
7208,"467349618",C07208,Ronald Atkinson,Yamoussoukro,"2023-05-11","2024-12-04",186,280,10416.0, Non payé,1000,Commercial,"560413",Compteur à 4,transheena@gmail.com,"45094166",62496.0,63496.0
7209,"179109051",C07209,Jaime Jarvis,San Pedro,"2023-02-17","2023-11-15",86,280,4816.0, Non payé,500,Domestique,"811522",Compteur normal,xbeck@yahoo.com,"27713916",28896.0,29396.0
7210,"147312772",C07210,Eddie Perkins,Abidjan,"2024-11-16","2025-01-31",187,250,9350.0, Non payé,300,Industriel,"302306",Compteur à 4,qcarpenter@barker.biz,"41717252",56100.0,56400.0
7211,"528059963",C07211,Jackie Alvarez,Yamoussoukro,"2024-10-24","2024-12-10",23,300,1380.0, Non payé,1000,Commercial,"566505",Compteur à 4,michaelvaughn@gomez-quinn.com,"45074934",8280.0,9280.0
7212,"446734262",C07212,Mrs. Kathryn Jones,Yamoussoukro,"2023-08-27","2024-08-07",157,280,8792.0, Non payé,1000,Industriel,"205915",Compteur à 4,maryhansen@grant.org,"69952430",52752.0,53752.0
7213,"202127310",C07213,Teresa Roach,San Pedro,"2023-02-21","2024-08-02",82,300,4920.0, payé,0,Domestique,"976062",Compteur à 4,robertblake@gmail.com,"86009527",29520.0,29520.0
7214,"971418198",C07214,Danielle Hernandez,Bouaké,"2023-07-08","2024-06-26",94,300,5640.0, payé,0,Commercial,"433711",Compteur normal,bhiggins@white.com,"80304378",33840.0,33840.0
7215,"750466400",C07215,Joshua Morris,Bouaké,"2024-11-02","2025-02-04",167,280,9352.0, Non payé,300,Industriel,"485143",Compteur à 4,daniel24@hotmail.com,"87610264",56112.0,56412.0
7216,"594159224",C07216,Dennis Martin,Korhogo,"2023-12-21","2025-03-21",135,250,6750.0, Non payé,500,Domestique,"416454",Compteur normal,john83@yahoo.com,"43801351",40500.0,41000.0
7217,"866971479",C07217,Danny Reed,Korhogo,"2024-09-24","2024-10-10",96,300,5760.0, Non payé,1000,Commercial,"119961",Compteur à 4,bpayne@watkins.info,"43107878",34560.0,35560.0
7218,"797654761",C07218,Amber Pearson,Abidjan,"2024-03-06","2025-04-02",126,300,7560.0, Non payé,1000,Industriel,"671958",Compteur normal,beasleysarah@hammond.com,"49372293",45360.0,46360.0
7219,"111466399",C07219,Richard Simon,San Pedro,"2023-09-24","2024-02-12",163,250,8150.0, Non payé,1000,Domestique,"369851",Compteur normal,alvin08@byrd.com,"45948875",48900.0,49900.0
7220,"514169486",C07220,Kathryn Lopez,San Pedro,"2023-05-05","2025-04-30",62,250,3100.0, Non payé,1000,Industriel,"158544",Compteur normal,megan33@gomez.com,"90386920",18600.0,19600.0
7221,"744265381",C07221,Molly Osborn,Korhogo,"2024-09-01","2024-11-09",52,300,3120.0, Non payé,300,Industriel,"616261",Compteur normal,dixonjohn@yahoo.com,"81185503",18720.0,19020.0
7222,"929013934",C07222,Christopher Castillo,Yamoussoukro,"2023-10-16","2024-12-18",181,300,10860.0, Non payé,300,Domestique,"129789",Compteur à 4,burnsjohn@gallagher.biz,"75664018",65160.0,65460.0
7223,"709115060",C07223,Jasmine Brooks,Korhogo,"2023-06-01","2024-01-30",84,250,4200.0, Non payé,300,Domestique,"688697",Compteur à 4,gillespiekimberly@ponce-snyder.com,"64614170",25200.0,25500.0
7224,"165848338",C07224,Brenda Cortez,Korhogo,"2024-05-06","2025-02-05",177,250,8850.0, Non payé,500,Commercial,"949266",Compteur à 4,nmoore@yahoo.com,"94824980",53100.0,53600.0
7225,"712950318",C07225,Cindy Hampton,San Pedro,"2024-01-16","2024-08-15",101,250,5050.0, payé,0,Commercial,"883913",Compteur à 4,cruzkurt@hotmail.com,"37525324",30300.0,30300.0
7226,"603320164",C07226,Mr. Devin Greene PhD,San Pedro,"2024-03-05","2025-01-22",148,280,8288.0, Non payé,300,Industriel,"548233",Compteur normal,ryanglenn@hotmail.com,"75266972",49728.0,50028.0
7227,"924096132",C07227,Cheryl Duarte,Abidjan,"2024-12-16","2025-01-31",98,300,5880.0, payé,0,Industriel,"811486",Compteur normal,perrydonna@bennett.net,"45246632",35280.0,35280.0
7228,"205285975",C07228,Tina Rogers,San Pedro,"2024-08-01","2024-09-30",92,250,4600.0, payé,0,Industriel,"854532",Compteur à 4,gregorycollins@anderson.org,"53367558",27600.0,27600.0
7229,"669171864",C07229,Rachel Santiago,San Pedro,"2024-07-20","2024-11-10",146,280,8176.0, Non payé,500,Industriel,"106663",Compteur normal,kimberlyglenn@houston.com,"57943758",49056.0,49556.0
7230,"359028668",C07230,Patrick Walker,Abidjan,"2024-09-10","2025-01-31",19,300,1140.0, Non payé,500,Commercial,"471409",Compteur à 4,willisandrew@hotmail.com,"67176678",6840.0,7340.0
7231,"336601022",C07231,Jermaine Davis,Yamoussoukro,"2023-06-24","2024-12-14",87,300,5220.0, Non payé,300,Domestique,"146181",Compteur à 4,kimberly58@gmail.com,"50717807",31320.0,31620.0
7232,"228199258",C07232,Kyle Morton,Yamoussoukro,"2025-01-15","2025-01-25",183,300,10980.0, Non payé,500,Domestique,"378865",Compteur normal,kwalker@hutchinson.com,"87257640",65880.0,66380.0
7233,"258862772",C07233,Deanna Stark,Bouaké,"2024-07-07","2025-01-15",33,300,1980.0, Non payé,500,Domestique,"557082",Compteur normal,cameronrogers@ayers-santos.net,"25746361",11880.0,12380.0
7234,"432031546",C07234,Ashley King,Yamoussoukro,"2023-11-22","2024-01-30",52,250,2600.0, payé,0,Industriel,"191231",Compteur normal,anthonydavid@gmail.com,"23524157",15600.0,15600.0
7235,"766393531",C07235,Vicki Page,Korhogo,"2023-08-25","2025-04-30",57,300,3420.0, payé,0,Domestique,"338435",Compteur normal,amber55@rivera.biz,"26576392",20520.0,20520.0
7236,"475677887",C07236,George Glenn,Yamoussoukro,"2024-11-07","2024-12-14",117,280,6552.0, Non payé,1000,Commercial,"450427",Compteur à 4,patrickwest@gmail.com,"42573521",39312.0,40312.0
7237,"202412156",C07237,John Holt,Yamoussoukro,"2024-01-18","2024-09-04",117,280,6552.0, Non payé,1000,Domestique,"121691",Compteur normal,craigmartin@castro-nunez.biz,"42385132",39312.0,40312.0
7238,"519393817",C07238,Aimee Miller,Korhogo,"2024-09-03","2024-10-28",54,300,3240.0, payé,0,Industriel,"898238",Compteur normal,donnasmith@hotmail.com,"59707484",19440.0,19440.0
7239,"659025179",C07239,Gina Davidson,Abidjan,"2023-06-18","2024-03-31",170,280,9520.0, Non payé,1000,Industriel,"302254",Compteur normal,mckenzie06@gmail.com,"64777003",57120.0,58120.0
7240,"358942676",C07240,Sabrina Jenkins,Abidjan,"2023-06-25","2025-04-17",196,300,11760.0, Non payé,500,Industriel,"156899",Compteur à 4,ashley27@nichols-hanna.com,"73744511",70560.0,71060.0
7241,"393347608",C07241,Carla Chan,Yamoussoukro,"2024-01-12","2024-11-24",86,280,4816.0, payé,0,Commercial,"350804",Compteur à 4,mckinneybrittany@hotmail.com,"68415936",28896.0,28896.0
7242,"909522560",C07242,Ebony White,Abidjan,"2024-02-13","2024-04-04",95,300,5700.0, payé,0,Industriel,"296916",Compteur normal,thomas20@gmail.com,"58839296",34200.0,34200.0
7243,"981380112",C07243,Benjamin Moore,San Pedro,"2024-06-02","2024-11-24",5,250,250.0, Non payé,300,Commercial,"544861",Compteur normal,martin65@gmail.com,"89216327",1500.0,1800.0
7244,"487660828",C07244,Robert Stevens,San Pedro,"2023-12-26","2024-02-04",180,250,9000.0, Non payé,300,Domestique,"976671",Compteur normal,joditurner@hotmail.com,"69599612",54000.0,54300.0
7245,"478949976",C07245,Jeanne Salazar,Yamoussoukro,"2023-07-12","2024-01-02",157,280,8792.0, payé,0,Industriel,"689055",Compteur à 4,aaron61@mason.info,"27697775",52752.0,52752.0
7246,"411210804",C07246,Keith Gonzalez,Korhogo,"2023-05-26","2024-01-09",74,280,4144.0, Non payé,300,Commercial,"757909",Compteur normal,yvette99@gmail.com,"42251862",24864.0,25164.0
7247,"154597450",C07247,Rhonda Thompson,Bouaké,"2023-10-24","2024-08-16",145,280,8120.0, Non payé,500,Domestique,"945465",Compteur à 4,dmoore@leonard.com,"29059573",48720.0,49220.0
7248,"201900048",C07248,Scott Shelton,Bouaké,"2025-01-06","2025-04-17",77,280,4312.0, payé,0,Commercial,"843647",Compteur normal,gallagherstephen@hotmail.com,"91127947",25872.0,25872.0
7249,"724718502",C07249,Danielle Schaefer,Abidjan,"2023-06-02","2023-07-06",83,300,4980.0, payé,0,Domestique,"101162",Compteur normal,kimberly45@andrews-fisher.com,"98822266",29880.0,29880.0
7250,"879971001",C07250,Amy Chavez,Bouaké,"2025-01-19","2025-03-17",36,280,2016.0, Non payé,300,Domestique,"737151",Compteur normal,jessica40@kennedy-gibson.com,"73481471",12096.0,12396.0
7251,"417278297",C07251,David Martin,Yamoussoukro,"2024-02-22","2024-09-03",8,300,480.0, payé,0,Domestique,"738531",Compteur à 4,alexandrahale@hotmail.com,"85469282",2880.0,2880.0
7252,"214369066",C07252,Eric Delgado,Korhogo,"2024-09-06","2025-04-23",30,300,1800.0, payé,0,Domestique,"594130",Compteur à 4,reginabrewer@small-ruiz.com,"99365862",10800.0,10800.0
7253,"275251484",C07253,Michael Singh,Korhogo,"2024-02-21","2025-03-31",40,250,2000.0, payé,0,Domestique,"417575",Compteur à 4,danielgarcia@hamilton.biz,"31335277",12000.0,12000.0
7254,"229449573",C07254,Christina Watson,Bouaké,"2024-12-08","2024-12-15",48,250,2400.0, Non payé,500,Commercial,"602319",Compteur normal,melissa64@kelley.net,"89777386",14400.0,14900.0
7255,"818453577",C07255,Lisa Deleon,Yamoussoukro,"2024-08-06","2024-09-04",126,250,6300.0, Non payé,300,Commercial,"183878",Compteur à 4,cindyjones@park-trevino.com,"63972627",37800.0,38100.0
7256,"910430553",C07256,Kristina Williams,Abidjan,"2024-02-12","2024-11-19",56,300,3360.0, Non payé,500,Domestique,"459356",Compteur à 4,marissa02@hotmail.com,"84261187",20160.0,20660.0
7257,"431369594",C07257,Todd Boyd,Bouaké,"2023-07-06","2025-04-20",124,300,7440.0, Non payé,300,Commercial,"491828",Compteur à 4,abryan@hotmail.com,"60184042",44640.0,44940.0
7258,"558722368",C07258,Jamie English,Korhogo,"2023-03-27","2023-12-15",78,250,3900.0, Non payé,500,Industriel,"565556",Compteur normal,christine00@yahoo.com,"64150564",23400.0,23900.0
7259,"637006630",C07259,Wesley Lowery,Bouaké,"2024-01-14","2024-07-05",77,280,4312.0, Non payé,1000,Domestique,"958293",Compteur normal,crawfordstephen@horton-garcia.org,"90765766",25872.0,26872.0
7260,"578754723",C07260,Stephen Lloyd,San Pedro,"2023-02-06","2024-08-01",25,300,1500.0, Non payé,500,Industriel,"685917",Compteur normal,jamesperkins@yahoo.com,"76012169",9000.0,9500.0
7261,"905618537",C07261,Michael Golden,Korhogo,"2023-03-24","2025-01-02",55,250,2750.0, Non payé,500,Industriel,"236607",Compteur à 4,cynthiagonzalez@lee.net,"76493917",16500.0,17000.0
7262,"594400554",C07262,Autumn Benitez,Bouaké,"2024-03-07","2024-12-08",35,280,1960.0, payé,0,Commercial,"285751",Compteur normal,william83@wilson.com,"85241349",11760.0,11760.0
7263,"850173468",C07263,Amanda Thompson,Yamoussoukro,"2023-04-19","2023-06-14",145,280,8120.0, payé,0,Industriel,"132240",Compteur à 4,rodriguezdonald@hotmail.com,"41851749",48720.0,48720.0
7264,"342833409",C07264,Felicia Wilson,Yamoussoukro,"2024-09-29","2025-03-16",146,300,8760.0, payé,0,Domestique,"791335",Compteur à 4,hamiltonlinda@gmail.com,"68877388",52560.0,52560.0
7265,"417887740",C07265,Rebecca Martinez,Korhogo,"2023-08-12","2024-11-11",114,300,6840.0, payé,0,Industriel,"392951",Compteur normal,franklinsuzanne@gmail.com,"29837563",41040.0,41040.0
7266,"283523417",C07266,Katherine Williams,San Pedro,"2023-02-04","2024-12-09",155,250,7750.0, payé,0,Commercial,"350366",Compteur à 4,hodgesvictoria@yahoo.com,"42594654",46500.0,46500.0
7267,"312087027",C07267,Linda Melendez,San Pedro,"2024-09-03","2025-04-29",104,300,6240.0, Non payé,300,Domestique,"513458",Compteur à 4,tara55@yahoo.com,"80599602",37440.0,37740.0
7268,"485757861",C07268,Stephanie Evans,San Pedro,"2025-01-05","2025-04-20",87,280,4872.0, payé,0,Domestique,"858292",Compteur à 4,pkeller@moore-flores.com,"32561211",29232.0,29232.0
7269,"409967077",C07269,Tyler Jenkins,Yamoussoukro,"2023-12-04","2024-11-06",138,300,8280.0, Non payé,300,Commercial,"546843",Compteur à 4,gayers@yahoo.com,"72529382",49680.0,49980.0
7270,"970731788",C07270,Matthew Ramos,Bouaké,"2023-10-08","2024-09-01",178,250,8900.0, Non payé,500,Industriel,"318343",Compteur à 4,bullockgregory@smith.org,"53236208",53400.0,53900.0
7271,"236218884",C07271,Mr. Eric Tucker,Abidjan,"2024-09-26","2025-02-12",148,300,8880.0, Non payé,1000,Domestique,"186050",Compteur à 4,harperheather@yahoo.com,"68890861",53280.0,54280.0
7272,"296137341",C07272,Christina York,San Pedro,"2023-04-04","2025-04-13",172,300,10320.0, Non payé,300,Industriel,"983958",Compteur normal,mrowland@miller.com,"33131040",61920.0,62220.0
7273,"952418090",C07273,Tammy Mathis,Bouaké,"2023-06-09","2024-03-11",184,250,9200.0, payé,0,Commercial,"654851",Compteur à 4,jonescheryl@yahoo.com,"98169867",55200.0,55200.0
7274,"952590875",C07274,William Rollins,San Pedro,"2023-05-11","2024-01-06",48,250,2400.0, Non payé,300,Industriel,"771376",Compteur à 4,mark54@hanson-smith.org,"26811133",14400.0,14700.0
7275,"846630663",C07275,Joseph Smith,Abidjan,"2023-10-09","2024-03-09",183,250,9150.0, Non payé,1000,Industriel,"821016",Compteur normal,spineda@ramos.com,"71119051",54900.0,55900.0
7276,"383276137",C07276,Erica Miller,Yamoussoukro,"2024-08-07","2025-03-08",52,250,2600.0, Non payé,300,Domestique,"582520",Compteur à 4,jenkinscharles@black.com,"23684159",15600.0,15900.0
7277,"138418916",C07277,Jennifer Fritz,Korhogo,"2023-05-23","2023-08-09",157,280,8792.0, Non payé,1000,Industriel,"907117",Compteur à 4,zgonzalez@yahoo.com,"47605392",52752.0,53752.0
7278,"939606098",C07278,Mrs. Anita Guerrero,Abidjan,"2023-03-18","2025-03-29",35,300,2100.0, Non payé,500,Industriel,"245456",Compteur à 4,berrybrittany@gmail.com,"95634022",12600.0,13100.0
7279,"441132898",C07279,Jennifer Coleman,Bouaké,"2023-06-23","2023-09-14",16,280,896.0, Non payé,500,Commercial,"600107",Compteur à 4,cwhite@nicholson.com,"60393694",5376.0,5876.0
7280,"597196924",C07280,Peter Ware,Yamoussoukro,"2023-10-18","2025-04-14",100,280,5600.0, payé,0,Domestique,"131785",Compteur à 4,tammybrown@davis.com,"74721907",33600.0,33600.0
7281,"256966715",C07281,Gregory Payne,San Pedro,"2024-05-15","2024-08-29",11,250,550.0, Non payé,300,Commercial,"434435",Compteur normal,frank13@hill.info,"93283013",3300.0,3600.0
7282,"316821842",C07282,Jamie Delgado,Korhogo,"2024-03-23","2025-02-24",18,300,1080.0, payé,0,Industriel,"423575",Compteur à 4,mariebell@wolfe.com,"99090620",6480.0,6480.0
7283,"985584826",C07283,Tonya Phillips,Abidjan,"2024-03-30","2025-04-08",103,280,5768.0, Non payé,300,Domestique,"332192",Compteur à 4,maria80@sanchez-arnold.biz,"58037960",34608.0,34908.0
7284,"126433050",C07284,Kathy Bush,Korhogo,"2025-01-16","2025-04-21",23,300,1380.0, Non payé,500,Commercial,"239192",Compteur à 4,graybrianna@yahoo.com,"45034909",8280.0,8780.0
7285,"478677597",C07285,Casey Horn,San Pedro,"2024-12-05","2025-01-26",15,300,900.0, payé,0,Commercial,"507446",Compteur normal,mbest@yahoo.com,"26754983",5400.0,5400.0
7286,"445303160",C07286,Erin White,Yamoussoukro,"2024-05-23","2025-04-27",105,300,6300.0, Non payé,1000,Domestique,"564791",Compteur normal,kevinmontgomery@hotmail.com,"41815748",37800.0,38800.0
7287,"220911584",C07287,Jermaine Taylor,Korhogo,"2024-05-30","2025-04-26",118,300,7080.0, Non payé,1000,Industriel,"621503",Compteur normal,paula16@hotmail.com,"61965442",42480.0,43480.0
7288,"762501453",C07288,Michelle Burke,Yamoussoukro,"2024-02-16","2024-12-23",113,250,5650.0, Non payé,500,Domestique,"518080",Compteur normal,christine62@reynolds.com,"20270871",33900.0,34400.0
7289,"208035265",C07289,Thomas Williams,Bouaké,"2023-08-08","2025-02-26",120,280,6720.0, Non payé,1000,Domestique,"963713",Compteur normal,evansevelyn@hotmail.com,"23045826",40320.0,41320.0
7290,"925691424",C07290,Hannah Stevenson,San Pedro,"2024-07-14","2025-04-20",161,300,9660.0, Non payé,500,Commercial,"408679",Compteur à 4,icollins@hotmail.com,"43098184",57960.0,58460.0
7291,"127846150",C07291,Amy Madden,Bouaké,"2024-11-16","2025-04-21",97,280,5432.0, Non payé,500,Industriel,"402375",Compteur normal,valdezlauren@yahoo.com,"97740498",32592.0,33092.0
7292,"129455025",C07292,Dr. Erin Lee,Abidjan,"2024-04-22","2024-12-10",113,250,5650.0, payé,0,Industriel,"812127",Compteur normal,herrerakatie@gmail.com,"62512322",33900.0,33900.0
7293,"831979812",C07293,Bryan Smith,San Pedro,"2023-04-06","2025-04-21",25,300,1500.0, payé,0,Domestique,"969782",Compteur à 4,nguyenjoshua@herring-santiago.com,"20619054",9000.0,9000.0
7294,"322448225",C07294,Paul Contreras,Abidjan,"2023-10-24","2025-02-15",163,250,8150.0, payé,0,Industriel,"776860",Compteur normal,phillipsbecky@mckinney-martin.com,"53189133",48900.0,48900.0
7295,"833437505",C07295,Russell Parsons,Bouaké,"2024-09-18","2025-01-02",113,250,5650.0, Non payé,500,Industriel,"493140",Compteur à 4,salazarlinda@gmail.com,"30861912",33900.0,34400.0
7296,"478501323",C07296,Charles Mata,Korhogo,"2023-10-29","2024-09-10",110,300,6600.0, payé,0,Industriel,"245385",Compteur normal,holmesdaniel@hotmail.com,"61128446",39600.0,39600.0
7297,"757284221",C07297,Harold Guzman,San Pedro,"2023-09-23","2024-11-20",83,280,4648.0, payé,0,Domestique,"507969",Compteur normal,kimberlywhite@medina.com,"83461295",27888.0,27888.0
7298,"834379309",C07298,Roger Burch,Abidjan,"2023-10-07","2025-02-12",172,250,8600.0, Non payé,500,Domestique,"303024",Compteur à 4,billynavarro@obrien.com,"44759409",51600.0,52100.0
7299,"345331850",C07299,James Molina,Yamoussoukro,"2024-05-01","2024-06-12",196,280,10976.0, Non payé,300,Domestique,"707324",Compteur normal,ucasey@daugherty.com,"89679648",65856.0,66156.0
7300,"757140011",C07300,Amy Curtis,Abidjan,"2024-02-29","2024-11-18",46,250,2300.0, payé,0,Domestique,"467236",Compteur à 4,brian62@gmail.com,"55086311",13800.0,13800.0
7301,"278843595",C07301,Madeline Terry,Korhogo,"2025-02-02","2025-02-03",195,280,10920.0, Non payé,500,Industriel,"679184",Compteur normal,paul50@andrade-butler.com,"37050113",65520.0,66020.0
7302,"894991159",C07302,Marcus Gonzales,Korhogo,"2024-08-27","2024-10-23",194,280,10864.0, Non payé,500,Industriel,"870875",Compteur à 4,hmann@daugherty-davis.com,"66872787",65184.0,65684.0
7303,"232712631",C07303,Steven Young,San Pedro,"2024-12-25","2025-02-24",191,300,11460.0, Non payé,500,Industriel,"223748",Compteur normal,stephanierogers@lee.com,"75051360",68760.0,69260.0
7304,"371798233",C07304,James Cantrell,San Pedro,"2023-06-14","2023-09-29",197,280,11032.0, payé,0,Domestique,"875044",Compteur à 4,richardsmith@frazier.com,"45552961",66192.0,66192.0
7305,"793154898",C07305,Rodney Gomez,Korhogo,"2023-02-18","2024-11-12",143,280,8008.0, Non payé,500,Industriel,"291997",Compteur normal,kellyrobin@burton.biz,"58170310",48048.0,48548.0
7306,"618423451",C07306,Ethan Taylor,Abidjan,"2024-02-03","2025-01-02",119,250,5950.0, Non payé,300,Industriel,"165918",Compteur normal,jessicasmith@olsen.info,"33681559",35700.0,36000.0
7307,"309848635",C07307,George Green,Korhogo,"2023-12-09","2023-12-20",180,300,10800.0, payé,0,Commercial,"230581",Compteur normal,joshuarivera@yahoo.com,"52693988",64800.0,64800.0
7308,"660149762",C07308,John Becker,Yamoussoukro,"2024-09-02","2025-03-16",117,300,7020.0, Non payé,500,Industriel,"112972",Compteur normal,julie47@hotmail.com,"93454284",42120.0,42620.0
7309,"883991571",C07309,John Walker,Bouaké,"2024-05-27","2024-07-26",84,250,4200.0, Non payé,500,Industriel,"134409",Compteur à 4,david79@gmail.com,"43590732",25200.0,25700.0
7310,"517849782",C07310,Melissa Byrd,Abidjan,"2023-11-13","2024-02-13",75,300,4500.0, payé,0,Industriel,"782151",Compteur normal,zwoods@bryant.info,"65358012",27000.0,27000.0
7311,"937457060",C07311,Matthew Gordon,Korhogo,"2023-11-02","2025-04-17",77,250,3850.0, Non payé,300,Industriel,"237186",Compteur à 4,fvelazquez@harrison-vasquez.net,"20900704",23100.0,23400.0
7312,"186892382",C07312,Ernest Bradford,Korhogo,"2024-09-11","2025-04-16",187,280,10472.0, Non payé,300,Industriel,"154101",Compteur normal,smithbrandy@yahoo.com,"92984978",62832.0,63132.0
7313,"902254793",C07313,Nathaniel Johnson,San Pedro,"2023-05-12","2024-06-14",186,300,11160.0, payé,0,Industriel,"386124",Compteur normal,gina27@gmail.com,"67722106",66960.0,66960.0
7314,"828614507",C07314,Trevor Robinson,Korhogo,"2023-06-30","2024-01-12",108,250,5400.0, Non payé,500,Industriel,"458921",Compteur normal,david99@yahoo.com,"25616656",32400.0,32900.0
7315,"674114164",C07315,Jessica Salinas,Bouaké,"2024-03-05","2024-08-31",86,280,4816.0, Non payé,500,Industriel,"646117",Compteur à 4,willie13@hotmail.com,"29089409",28896.0,29396.0
7316,"837029078",C07316,Tammy Perez,Korhogo,"2024-04-16","2025-04-19",196,300,11760.0, Non payé,1000,Commercial,"739450",Compteur à 4,wsmith@taylor.com,"97477810",70560.0,71560.0
7317,"108166189",C07317,Margaret Torres,Abidjan,"2024-04-18","2024-05-02",111,300,6660.0, Non payé,300,Industriel,"884990",Compteur à 4,holmesdouglas@gmail.com,"91092972",39960.0,40260.0
7318,"663555877",C07318,Jill Cox,Abidjan,"2023-06-01","2023-10-04",55,250,2750.0, Non payé,300,Industriel,"961825",Compteur normal,thomas60@yahoo.com,"83281816",16500.0,16800.0
7319,"744650826",C07319,Kevin Rios,Bouaké,"2024-05-16","2024-12-16",90,250,4500.0, Non payé,1000,Domestique,"812318",Compteur normal,abigailtucker@powell-carr.com,"55251119",27000.0,28000.0
7320,"917638536",C07320,Debra Sanders,San Pedro,"2023-09-05","2024-01-31",159,300,9540.0, Non payé,300,Commercial,"473413",Compteur normal,andrew78@hotmail.com,"24581508",57240.0,57540.0
7321,"436799382",C07321,Jose Mckenzie,Korhogo,"2025-01-23","2025-03-13",51,250,2550.0, payé,0,Industriel,"859508",Compteur normal,michellewhite@burke-douglas.com,"99325524",15300.0,15300.0
7322,"644952020",C07322,Melanie Ferguson,Korhogo,"2024-04-16","2024-08-15",162,280,9072.0, payé,0,Commercial,"952298",Compteur normal,paigemurray@weber.biz,"66387378",54432.0,54432.0
7323,"931958355",C07323,Brittney Hill,Bouaké,"2023-03-02","2025-04-20",84,250,4200.0, payé,0,Industriel,"830473",Compteur normal,bbright@yahoo.com,"92176213",25200.0,25200.0
7324,"872373628",C07324,John Bennett III,Yamoussoukro,"2024-01-30","2024-04-03",72,280,4032.0, Non payé,300,Commercial,"645072",Compteur à 4,gfoster@hotmail.com,"53446026",24192.0,24492.0
